index,logic_type,logic_subtype,logic_type_code,Premise,Hypothesis,Label
247,Propositional Logic,Disjunctive Syllogism,P4,The test is either a success or a failure.. The test is not a success.,The test is a failure.,True
248,Propositional Logic,Disjunctive Syllogism,P4,The project is either a success or a failure.. The project is not a success.,The project is a failure.,True
249,Propositional Logic,Disjunctive Syllogism,P4,The contract is either a success or a failure.. The contract is not a success.,The contract is a failure.,True
250,Propositional Logic,Disjunctive Syllogism,P4,The deal is either a success or a failure.. The deal is not a success.,The deal is a failure.,True
251,Propositional Logic,Disjunctive Syllogism,P4,The transaction is either a success or a failure.. The transaction is not a success.,The transaction is a failure.,True
252,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps a water pipe, the water pipe will be in the hand.. If a water pipe is in the hand, then, after the robot moves near the plants, water will come out of the pipe.. Initially the water pipe is not in the hand.. Initially the robot is not near the plants.","After the robot grasps the pipe, waits, then moves near the plants, water will come out of the pipe.",True
253,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps a rock, the rock will be in the hand.. If a rock is in the hand, then, after the robot moves near the door, the door will open.. Initially the rock is not in the han1d.. Initially the robot is not near the door.","After the robot grasps the rock, waits, then moves near the door, the door will open.",True
254,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the book, the book will be in the hand.. If the book is in the hand, then, after the robot moves near the shelf, the book will be placed on the shelf.. Initially the book is not in the hand.. Initially the robot is not near the shelf.","After the robot grasps the book, waits, then moves near the shelf, the book will be placed on the shelf.",True
255,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the remote, the remote will be in the hand.. If the remote is in the hand, then, after the robot moves near the TV, the TV will turn on.. Initially the remote is not in the hand.. Initially the robot is not near the TV.","After the robot grasps the remote, waits, then moves near the TV, the TV will turn on.",True
256,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the ball, the ball will be in the hand.. If the ball is in the hand, then, after the robot moves near the basket, the ball will go into the basket.. Initially the ball is not in the hand.. Initially the robot is not near the basket.","After the robot grasps the ball, waits, then moves near the basket, the ball will go into the basket.",True
257,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the pencil, the pencil will be in the hand.. If the pencil is in the hand, then, after the robot moves near the paper, the pencil will write on the paper.. Initially the pencil is not in the hand.. Initially the robot is not near the paper.","After the robot grasps the pencil, waits, then moves near the paper, the pencil will write on the paper.",True
258,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the hammer, the hammer will be in the hand.. If the hammer is in the hand, then, after the robot moves near the nail, the hammer will hit the nail.. Initially the hammer is not in the hand.. Initially the robot is not near the nail.","After the robot grasps the hammer, waits, then moves near the nail, the hammer will hit the nail.",True
259,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the key, the key will be in the hand.. If the key is in the hand, then, after the robot moves near the door, the door will open.. Initially the key is not in the hand.. Initially the robot is not near the door.","After the robot grasps the key, waits, then moves near the door, the door will open.",True
260,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the box, the box will be in the hand.. If the box is in the hand, then, after the robot moves near the table, the box will be placed on the table.. Initially the box is not in the hand.. Initially the robot is not near the table.","After the robot grasps the box, waits, then moves near the table, the box will be placed on the table.",True
261,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the pen, the pen will be in the hand.. If the pen is in the hand, then, after the robot moves near the paper, the pen will write on the paper.. Initially the pen is not in the hand.. Initially the robot is not near the paper.","After the robot grasps the pen, waits, then moves near the paper, the pen will write on the paper.",True
262,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the cup, the cup will be in the hand.. If the cup is in the hand, then, after the robot moves near the water, water will go into the cup.. Initially the cup is not in the hand.. Initially the robot is not near the water.","After the robot grasps the cup, waits, then moves near the water, water will go into the cup.",True
263,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the milk, the milk will be in the hand.. If the milk is in the hand, then, after the robot moves near the cereal, the milk will pour into the cereal.. Initially the milk is not in the hand.. Initially the robot is not near the cereal.","After the robot grasps the milk, waits, then moves near the cereal, the milk will pour into the cereal.",True
264,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the apple, the apple will be in the hand.. If the apple is in the hand, then, after the robot moves near the mouth, the apple will be eaten.. Initially the apple is not in the hand.. Initially the robot is not near the mouth.","After the robot grasps the apple, waits, then moves near the mouth, the apple will be eaten.",True
265,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the pizza, the pizza will be in the hand.. If the pizza is in the hand, then, after the robot moves near the oven, the pizza will be placed in the oven.. Initially the pizza is not in the hand.. Initially the robot is not near the oven.","After the robot grasps the pizza, waits, then moves near the oven, the pizza will be placed in the oven.",True
266,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the chicken, the chicken will be in the hand.. If the chicken is in the hand, then, after the robot moves near the oven, the chicken will be placed in the oven.. Initially the chicken is not in the hand.. Initially the robot is not near the oven.","After the robot grasps the chicken, waits, then moves near the oven, the chicken will be placed in the oven.",True
267,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the pen, the pen will be in the hand.. If the pen is in the hand, then, after the robot moves near the paper, the pen will write on the paper.. Initially the pen is not in the hand.. Initially the robot is not near the paper.","After the robot grasps the pen, waits, then moves near the paper, the pen will write on the paper.",True
268,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the paper, the paper will be in the hand.. If the paper is in the hand, then, after the robot moves near the trash can, the paper will be placed in the trash can.. Initially the paper is not in the hand.. Initially the robot is not near the trash can.","After the robot grasps the paper, waits, then moves near the trash can, the paper will be placed in the trash can.",True
269,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the pencil, the pencil will be in the hand.. If the pencil is in the hand, then, after the robot moves near the paper, the pencil will write on the paper.. Initially the pencil is not in the hand.. Initially the robot is not near the paper.","After the robot grasps the pencil, waits, then moves near the paper, the pencil will write on the paper.",True
270,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the yogurt, the yogurt will be in the hand.. If the yogurt is in the hand, then, after the robot moves near the mouth, the yogurt will be eaten.. Initially the yogurt is not in the hand.. Initially the robot is not near the mouth.","After the robot grasps the yogurt, waits, then moves near the mouth, the yogurt will be eaten.",True
271,Reasoning About Action,Frame Problem for Temporal Projection,D1,"After an action is performed, things normally remain as they were.. Any time the robot grasps the cup, the cup will be in the hand.. If the cup is in the hand, then, after the robot moves near the coffee pot, coffee will go into the cup.. Initially the cup is not in the hand.. Initially the robot is not near the coffee pot.","After the robot grasps the cup, waits, then moves near the coffee pot, coffee will go into the cup.",True
