,premise,hypothesis,gold,predict,error
168,"If I use playing cards, then I can gamble.. If I use a pair of handcuffs, then I can arrest someone.. Either I will not be able to gamble or I will not be able to arrest someone.",Either I do not use playing cards or I do not use a pair of handcuffs.,1,0,1
169,"If I use a bow, then I can shoot an arrow.. If I use sand paper, then I can smooth something.. Either I will not be able to shoot an arrow or I will not be able to smooth something.",I use a bow and sand paper.,0,2,1
170,"If I use a pencil, then I can write.. If I use a drum, then I can compose songs.. Either I will not be able to write or I will not be able to compose songs.",Either I do not use a pencil or I do not use a drum.,1,0,1
171,"If I use a locker, then I can store my things.. If I have carrots, then I can eat them.. Either I will not be able to store my things or I will not be able to eat carrots.",Either I do not use a locker or I have carrots.,0,1,1
172,"If I use cheese, then I can eat it.. If I use an almirah, then I can store my things.. Either I will not be able to eat cheese or I will not be able to store my things.",Either I do not use cheese or I do not use an almirah.,1,1,0
173,"If I have oranges, then I can eat them.. If I have popcorn, then I can sell it.. Either I will not be able to eat oranges or I will not be able to sell popcorn.",I finished eating all the apples.,2,0,1
174,"If I have a soccer ball, then I can play soccer.. If I have a teddy bear, then I can sleep with it.. Either I will not be able to play soccer or I will not be able to sleep with the teddy bear.",Either I do not have a soccer ball or I do not have a teddy bear.,1,0,1
175,"If I have ice cream, then I can eat it.. If I have a calculator, then I can do math.. Either I will not be able to eat ice cream or I will not be able to do math.",I have ice cream and a calculator.,0,2,1
176,"If I use hula hoops, then I can exercise.. If I use water cans, then I can water the plants.. Either I will not be able to exercise or I will not be able to water the plants.",Either I do not use hula hoops or I do not use water cans.,1,1,0
177,"If I have a tower near my house, then I will get good reception.. If I recycle waste, then I can help the environment.. Either I will not get good reception or I will not be able to help the environment.",Either I do not have a tower near my house or I recycle waste.,0,1,1
178,"After an action is performed, things normally remain as they were.. Any time the robot sees a coffee pot, it will start making coffee.. If the robot starts making coffee, it will first collect coffee powder.. Any time the robot collects coffee powder, it will mix milk and sugar to prepare coffee.. Initially, the robot does not see a coffee pot.","After the robot sees a coffee pot, it will start making coffee by mixing coffee powder with milk only.",0,0,0
179,Some animals which live in the water bodies have gills to breathe.. Fish is an animal.. Fish have gills to breathe.,Fish don't need food to survive.,0,0,0
180,Some animals are dangerous.. Penguins are not dangerous.. Penguins are animals.,No conclusion can be drawn from the given information.,2,0,1
181,"Some pens write in blue color.. If a pen writes in blue color, school children can use it.. This pen writes in blue color.",This pen can be used by the school children.,1,1,0
182,Some bridges are made of concrete.. The Golden Gate Bridge is a bridge.. The Golden Gate Bridge is made of concrete.,The Golden Gate Bridge is a concrete bridge.,1,1,0
183,Some water bottles are made of plastic.. The water bottle I'm drinking from is made of plastic.,The water bottle I'm drinking from is a water bottle.,1,1,0
184,A picture is worth a thousand words.. This is a picture of my family.,This is a picture of my family worth a thousand words.,1,1,0
185,A vehicle has wheels.. Car is a form of a vehicle.,A car has wheels.,1,1,0
186,A computer has a monitor.. A laptop is a form of a computer.,A laptop has a monitor.,1,1,0
187,A wall is a structure that usually divides two areas.. A wall is often made of concrete.. This wall is made of concrete.. This structure divides two areas.,This is a wall.,1,1,0
188,Einstein's theory of relativity is a scientific theory.. A scientific theory is a logical explanation of observations.. Einstein's theory of relativity is a logical explanation of observations.,Einstein's theory of relativity is a scientific theory.,1,1,0
189,A corporation is a legal entity created by a group of individuals.. A corporation is owned by its shareholders.. This company is a corporation.,This company is owned by its shareholders.,1,1,0
190,Some food items are cooked in a microwave.. A microwave is a device that uses electromagnetic radiation to heat food.. This food item was not cooked in a microwave.,This food item was heated by a device that uses electromagnetic radiation.,0,1,1
191,Some paintings are made with oil paint.. Oil paint is a type of paint that consists of pigments suspended in a drying oil.. This painting was not made with oil paint.,This painting was made with a type of paint that consists of pigments suspended in a drying oil.,0,1,1
192,Julius Caesar was assassinated by Marcus Brutus.. Marcus Brutus was a Roman politician.,Julius Caesar was not assassinated by a Roman politician.,0,0,0
193,Some machine learning algorithms are designed for image classification.. Image classification is a process of assigning a label to an image.. This machine learning algorithm was not designed for image classification.,This machine learning algorithm was designed for the process of assigning a label to an image.,0,0,0
